developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
WB/03/00039/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2087090,,2020-10-27,local-authority-eng:wot,03/00039/FULL,2003-11-25,/developer-agreement/local-authority-eng/wot/WB-03-00039-FULL-s106
WB/06/0728/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2038945,,2020-10-27,local-authority-eng:wot,06/0728/FULL,2006-10-20,/developer-agreement/local-authority-eng/wot/WB-06-0728-FULL-s106
WB/07/0780/FULL-s106,section-106,,,2020-10-27,local-authority-eng:wot,07/0780/FULL,2007-06-26,/developer-agreement/local-authority-eng/wot/WB-07-0780-FULL-s106
WB/07/1009/FULL-s106,section-106,,,2020-10-27,local-authority-eng:wot,07/1009/FULL,2007-08-10,/developer-agreement/local-authority-eng/wot/WB-07-1009-FULL-s106
WB/08/0097/FULL-s106,section-106,,,2020-10-27,local-authority-eng:wot,08/0097/FULL,2008-02-05,/developer-agreement/local-authority-eng/wot/WB-08-0097-FULL-s106
WB/07/1451/FULL-s106,section-106,,,2020-10-27,local-authority-eng:wot,07/1451/FULL,2008-02-11,/developer-agreement/local-authority-eng/wot/WB-07-1451-FULL-s106
WB/07/0916/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2157968,,2020-10-27,local-authority-eng:wot,07/0916/FULL,2008-03-11,/developer-agreement/local-authority-eng/wot/WB-07-0916-FULL-s106
WB/08/0497/FULL-s106,section-106,,,2020-10-27,local-authority-eng:wot,08/0497/FULL,2008-09-10,/developer-agreement/local-authority-eng/wot/WB-08-0497-FULL-s106
WB/06/1121/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2052082,,2020-10-27,local-authority-eng:wot,06/1121/FULL,2009-02-05,/developer-agreement/local-authority-eng/wot/WB-06-1121-FULL-s106
WB/09/0732/FULL-s106,section-106,,,2020-10-27,local-authority-eng:wot,09/0732/FULL,2009-11-27,/developer-agreement/local-authority-eng/wot/WB-09-0732-FULL-s106
WB/07/1120/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2083017,,2020-10-27,local-authority-eng:wot,07/1120/FULL,2009-12-18,/developer-agreement/local-authority-eng/wot/WB-07-1120-FULL-s106
WB/10/0281/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2097281,,2020-10-27,local-authority-eng:wot,10/0281/FULL,2011-03-23,/developer-agreement/local-authority-eng/wot/WB-10-0281-FULL-s106
WB/10/0895/FULL-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2011198,,2020-10-27,local-authority-eng:wot,10/0895/FULL,2011-05-04,/developer-agreement/local-authority-eng/wot/WB-10-0895-FULL-s106
WB/11/0275/OUT-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2001271,,2020-10-27,local-authority-eng:wot,11/0275/OUT,2012-04-27,/developer-agreement/local-authority-eng/wot/WB-11-0275-OUT-s106
AWDM/0055/13-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2114586,,2020-10-27,local-authority-eng:wot,AWDM/0055/13,2013-09-03,/developer-agreement/local-authority-eng/wot/AWDM-0055-13-s106
AWDM/0680/15-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2031411,,2020-10-27,local-authority-eng:wot,AWDM/0680/15,2015-09-14,/developer-agreement/local-authority-eng/wot/AWDM-0680-15-s106
AWDM/1542/16-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2086758,,2020-10-27,local-authority-eng:wot,AWDM/1542/16,2017-04-20,/developer-agreement/local-authority-eng/wot/AWDM-1542-16-s106
AWDM/1075/17-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2157653,,2020-10-27,local-authority-eng:wot,AWDM/1075/17,2017-12-12,/developer-agreement/local-authority-eng/wot/AWDM-1075-17-s106
AWDM/1409/17-CIL,community-infrastructure-levy,,,2020-10-27,local-authority-eng:wot,AWDM/1409/17,2019-02-07,/developer-agreement/local-authority-eng/wot/AWDM-1409-17-CIL
AWDM/1763/18-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2154092,,2020-01-28,local-authority-eng:wot,AWDM/1763/18,2019-05-01,/developer-agreement/local-authority-eng/wot/AWDM-1763-18-s106
AWDM/1480/18-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2155384,,2020-01-28,local-authority-eng:wot,AWDM/1480/18,2019-05-23,/developer-agreement/local-authority-eng/wot/AWDM-1480-18-s106
AWDM/0303/19-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2157514,,2020-01-28,local-authority-eng:wot,AWDM/0303/19,2019-06-20,/developer-agreement/local-authority-eng/wot/AWDM-0303-19-s106
AWDM/1176/17-CIL,community-infrastructure-levy,,2019-09-04,2020-01-28,local-authority-eng:wot,AWDM/1176/17,2019-07-18,/developer-agreement/local-authority-eng/wot/AWDM-1176-17-CIL
AWDM/0038/18-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0038/18,2019-08-13,/developer-agreement/local-authority-eng/wot/AWDM-0038-18-CIL
AWDM/0418/16-CIL,community-infrastructure-levy,,2019-09-10,2020-01-28,local-authority-eng:wot,AWDM/0418/16,2019-08-13,/developer-agreement/local-authority-eng/wot/AWDM-0418-16-CIL
AWDM/0879/18-s106,section-106,,,2020-01-28,local-authority-eng:wot,AWDM/0879/18,2019-08-23,/developer-agreement/local-authority-eng/wot/AWDM-0879-18-s106
AWDM/0556/18-CIL,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/0556/18,2019-08-28,/developer-agreement/local-authority-eng/wot/AWDM-0556-18-CIL
AWDM/1176/17-CIL2,community-infrastructure-levy,,,2020-01-28,local-authority-eng:wot,AWDM/1176/17,2019-09-04,/developer-agreement/local-authority-eng/wot/AWDM-1176-17-CIL2
